number,report,family,profile,brand,languages,templateKey,httpStatus,pdf,issueCount,mappingIssues,issues,blank
1,ETIKETA_PALETA_A4_SUFRO_GR_EN,pallet,a4,SUFRO,el | en,pallet-a4,200,samples/ETIKETA_PALETA_A4_SUFRO_GR_EN.pdf,23,"Brand SUFRO is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα13. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα21. | Λείπει εικόνα: 1_Faethon_Logo_DARKPONY | Υπερχείλιση κειμένου στο πεδίο Ετικέτα32. | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH | Υπερχείλιση κειμένου στο πεδίο Ετικέτα36. | Υπερχείλιση κειμένου στο πεδίο PROIONTA.HMER_PARAGOGHS. | Υπερχείλιση κειμένου στο πεδίο PROIONTA.ANALOSH. | Υπερχείλιση κειμένου στο πεδίο PROIONTA.BAROS. | Απαιτείται αντιστοίχιση πεδίου προτύπου: PROIONTA.TEM_ANA_KIBOTIO,False
2,MEGALH_ETIKETA_FAETHON_GR_EN,thermal,large,FAETHON,el | en,thermal-large,200,samples/MEGALH_ETIKETA_FAETHON_GR_EN.pdf,13,,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH,False
3,MEGALH_ETIKETA_PAPADOPOULOS_GR_EN,thermal,large,PAPADOPOULOS,el | en,thermal-large,200,samples/MEGALH_ETIKETA_PAPADOPOULOS_GR_EN.pdf,14,"Brand PAPADOPOULOS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH,False
4,MEGALH_ETIKETA_MAVROUDIS_GR_EN,thermal,large,MAVROUDIS,el | en,thermal-large,200,samples/MEGALH_ETIKETA_MAVROUDIS_GR_EN.pdf,14,"Brand MAVROUDIS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH,False
5,MEGALH_ETIKETA_IONIC_GR_EN,thermal,large,IONIC,el | en,thermal-large,200,samples/MEGALH_ETIKETA_IONIC_GR_EN.pdf,14,"Brand IONIC is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH,False
6,ETIKETA_PALETA_A4_MAVROUDIS_GR_EN,pallet,a4,MAVROUDIS,el | en,pallet-a4,200,samples/ETIKETA_PALETA_A4_MAVROUDIS_GR_EN.pdf,23,"Brand MAVROUDIS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα13. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα21. | Λείπει εικόνα: 1_Faethon_Logo_DARKPONY | Υπερχείλιση κειμένου στο πεδίο Ετικέτα32. | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH | Υπερχείλιση κειμένου στο πεδίο Ετικέτα36. | Υπερχείλιση κειμένου στο πεδίο PROIONTA.HMER_PARAGOGHS. | Υπερχείλιση κειμένου στο πεδίο PROIONTA.ANALOSH. | Υπερχείλιση κειμένου στο πεδίο PROIONTA.BAROS. | Απαιτείται αντιστοίχιση πεδίου προτύπου: PROIONTA.TEM_ANA_KIBOTIO,False
7,ETIKETA_PALETA_A4_FAETHON_GR_EN,pallet,a4,FAETHON,el | en,pallet-a4,200,samples/ETIKETA_PALETA_A4_FAETHON_GR_EN.pdf,21,,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα13. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα21. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα32. | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH | Υπερχείλιση κειμένου στο πεδίο Ετικέτα36. | Υπερχείλιση κειμένου στο πεδίο PROIONTA.HMER_PARAGOGHS. | Υπερχείλιση κειμένου στο πεδίο PROIONTA.ANALOSH. | Υπερχείλιση κειμένου στο πεδίο PROIONTA.BAROS. | Απαιτείται αντιστοίχιση πεδίου προτύπου: PROIONTA.TEM_ANA_KIBOTIO,False
8,ETIKETA_PALETA_A4_PAPADOPOULOS_GR_EN,pallet,a4,PAPADOPOULOS,el | en,pallet-a4,200,samples/ETIKETA_PALETA_A4_PAPADOPOULOS_GR_EN.pdf,23,"Brand PAPADOPOULOS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα13. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα21. | Λείπει εικόνα: 1_Faethon_Logo_DARKPONY | Υπερχείλιση κειμένου στο πεδίο Ετικέτα32. | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH | Υπερχείλιση κειμένου στο πεδίο Ετικέτα36. | Υπερχείλιση κειμένου στο πεδίο PROIONTA.HMER_PARAGOGHS. | Υπερχείλιση κειμένου στο πεδίο PROIONTA.ANALOSH. | Υπερχείλιση κειμένου στο πεδίο PROIONTA.BAROS. | Απαιτείται αντιστοίχιση πεδίου προτύπου: PROIONTA.TEM_ANA_KIBOTIO,False
9,MEGALH_ETIKETA_PASSIAS_GR_EN,thermal,large,PASSIAS,el | en,thermal-large,200,samples/MEGALH_ETIKETA_PASSIAS_GR_EN.pdf,14,"Brand PASSIAS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH,False
10,LISTA_DIARKEIA_ZOHS_PROIONTON,reference-list,a4,FAETHON,el,reference-list,200,samples/LISTA_DIARKEIA_ZOHS_PROIONTON.pdf,1,No report-specific reference-list dataset or selector; shared template only.,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή.,False
11,LISTA_ODHGIES_XRHSHS,reference-list,a4,FAETHON,el,reference-list,200,samples/LISTA_ODHGIES_XRHSHS.pdf,1,No report-specific reference-list dataset or selector; shared template only.,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή.,False
12,MEGALH_ETIKETA_METEORA_RO_EN,thermal,large,METEORA,ro | en,thermal-large,200,samples/MEGALH_ETIKETA_METEORA_RO_EN.pdf,41,"Brand METEORA is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η μεγάλη ετικέτα απαιτεί ελληνικά και αγγλικά. | Δεν έχουν συμπληρωθεί οι επικεφαλίδες ro. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας ro. | Λείπει προέλευση ro. | Λείπουν οδηγίες χρήσης ro. | Λείπει μετάφραση συσκευασίας ro. | Λείπει μετάφραση κατηγορίας ro. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:8 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:10 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:18 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:20 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:22 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:24 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:25 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:26 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:29 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:32 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:35 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:38 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:41 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:44 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:47 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:52 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:56 | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:61 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:63 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:65 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:66 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:69 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:71 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:73 | Λείπει μετάφραση επικεφαλίδας ro: thermal-large:74,False
13,CUSTOM_MEGALH_ETIKETA_LOGO,custom,large,FAETHON,el,custom-large,200,samples/CUSTOM_MEGALH_ETIKETA_LOGO.pdf,1,,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή.,False
14,MIKRH_ETIKETA_IONIC_EN,thermal,small,IONIC,en,thermal-small,200,samples/MIKRH_ETIKETA_IONIC_EN.pdf,8,"Brand IONIC is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en.,False
15,DEIGMA_ETIKETA_GR,sample,small,FAETHON,el,sample-small,200,samples/DEIGMA_ETIKETA_GR.pdf,8,,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα35.,False
16,MIKRH_ETIKETA_FAETHON_HL,thermal,small,FAETHON,nl,thermal-small,200,samples/MIKRH_ETIKETA_FAETHON_HL.pdf,9,,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Δεν έχουν συμπληρωθεί οι επικεφαλίδες nl. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας nl. | Λείπει προέλευση nl. | Λείπουν οδηγίες χρήσης nl. | Λείπει μετάφραση συσκευασίας nl. | Λείπει μετάφραση κατηγορίας nl. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα17.,False
17,DEIGMA_KENO_ETIKETA_GR,sample,small,FAETHON,el,sample-small,200,samples/DEIGMA_KENO_ETIKETA_GR.pdf,1,,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή.,False
18,MIKRH_ETIKETA_PAPADOPOULOS_PO,thermal,small,PAPADOPOULOS,pt,thermal-small,200,samples/MIKRH_ETIKETA_PAPADOPOULOS_PO.pdf,11,"Brand PAPADOPOULOS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Δεν έχουν συμπληρωθεί οι επικεφαλίδες pt. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας pt. | Λείπει προέλευση pt. | Λείπουν οδηγίες χρήσης pt. | Λείπει μετάφραση συσκευασίας pt. | Λείπει μετάφραση κατηγορίας pt. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα13. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα16.,False
19,MIKRH_ETIKETA_FAETHON_PL,thermal,small,FAETHON,pl,thermal-small,200,samples/MIKRH_ETIKETA_FAETHON_PL.pdf,9,,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Δεν έχουν συμπληρωθεί οι επικεφαλίδες pl. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας pl. | Λείπει προέλευση pl. | Λείπουν οδηγίες χρήσης pl. | Λείπει μετάφραση συσκευασίας pl. | Λείπει μετάφραση κατηγορίας pl. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα13.,False
20,MIKRH_ETIKETA_FAETHON_PO,thermal,small,FAETHON,pt,thermal-small,200,samples/MIKRH_ETIKETA_FAETHON_PO.pdf,10,,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Δεν έχουν συμπληρωθεί οι επικεφαλίδες pt. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας pt. | Λείπει προέλευση pt. | Λείπουν οδηγίες χρήσης pt. | Λείπει μετάφραση συσκευασίας pt. | Λείπει μετάφραση κατηγορίας pt. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα13. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα16.,False
21,ETIKETA_PALETA_A4_METEORA_GR_EN,pallet,a4,METEORA,el | en,pallet-a4,200,samples/ETIKETA_PALETA_A4_METEORA_GR_EN.pdf,23,"Brand METEORA is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα13. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα21. | Λείπει εικόνα: 1_Faethon_Logo_DARKPONY | Υπερχείλιση κειμένου στο πεδίο Ετικέτα32. | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH | Υπερχείλιση κειμένου στο πεδίο Ετικέτα36. | Υπερχείλιση κειμένου στο πεδίο PROIONTA.HMER_PARAGOGHS. | Υπερχείλιση κειμένου στο πεδίο PROIONTA.ANALOSH. | Υπερχείλιση κειμένου στο πεδίο PROIONTA.BAROS. | Απαιτείται αντιστοίχιση πεδίου προτύπου: PROIONTA.TEM_ANA_KIBOTIO,False
22,MIKRH_ETIKETA_FAETHON_RO,thermal,small,FAETHON,ro,thermal-small,200,samples/MIKRH_ETIKETA_FAETHON_RO.pdf,9,,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Δεν έχουν συμπληρωθεί οι επικεφαλίδες ro. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας ro. | Λείπει προέλευση ro. | Λείπουν οδηγίες χρήσης ro. | Λείπει μετάφραση συσκευασίας ro. | Λείπει μετάφραση κατηγορίας ro. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα17.,False
23,MIKRH_ETIKETA_ZLATHS_GR,thermal,small,ZLATHS,el,thermal-small,200,samples/MIKRH_ETIKETA_ZLATHS_GR.pdf,8,"Brand ZLATHS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el.,False
24,ETIKETES_PELATES,address,small,FAETHON,el,address-small,200,samples/ETIKETES_PELATES.pdf,6,,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Επιλέξτε πελάτη. | Απαιτείται αντιστοίχιση πεδίου προτύπου: DIAKR_TITLOS | Απαιτείται αντιστοίχιση πεδίου προτύπου: DIEYTHINSI | Απαιτείται αντιστοίχιση πεδίου προτύπου: TK | Απαιτείται αντιστοίχιση πεδίου προτύπου: THL1,False
25,MIKRH_ETIKETA_PAPADOPOULOS_HU,thermal,small,PAPADOPOULOS,hu,thermal-small,200,samples/MIKRH_ETIKETA_PAPADOPOULOS_HU.pdf,11,"Brand PAPADOPOULOS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Δεν έχουν συμπληρωθεί οι επικεφαλίδες hu. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας hu. | Λείπει προέλευση hu. | Λείπουν οδηγίες χρήσης hu. | Λείπει μετάφραση συσκευασίας hu. | Λείπει μετάφραση κατηγορίας hu. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα16. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα17.,False
26,MIKRH_ETIKETA_SUFRO_GR,thermal,small,SUFRO,el,thermal-small,200,samples/MIKRH_ETIKETA_SUFRO_GR.pdf,8,"Brand SUFRO is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el.,False
27,TABELAKIA_EIDON_KREOPOLEIOY_KENO,butcher,small,FAETHON,el,butcher-small,200,samples/TABELAKIA_EIDON_KREOPOLEIOY_KENO.pdf,1,Legacy butcher reports require geometry/media verification; live template is 100x80 mm.,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή.,False
28,ETIKETA_PALETA_A4_PASSIAS_GR_EN,pallet,a4,PASSIAS,el | en,pallet-a4,200,samples/ETIKETA_PALETA_A4_PASSIAS_GR_EN.pdf,23,"Brand PASSIAS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el. | Λείπουν στοιχεία επωνυμίας en. | Λείπει προέλευση en. | Λείπουν οδηγίες χρήσης en. | Λείπει μετάφραση συσκευασίας en. | Λείπει μετάφραση κατηγορίας en. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα13. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα21. | Λείπει εικόνα: 1_Faethon_Logo_DARKPONY | Υπερχείλιση κειμένου στο πεδίο Ετικέτα32. | Απαιτείται αντιστοίχιση πεδίου προτύπου: NOPO_KTPS.KATASTASH | Υπερχείλιση κειμένου στο πεδίο Ετικέτα36. | Υπερχείλιση κειμένου στο πεδίο PROIONTA.HMER_PARAGOGHS. | Υπερχείλιση κειμένου στο πεδίο PROIONTA.ANALOSH. | Υπερχείλιση κειμένου στο πεδίο PROIONTA.BAROS. | Απαιτείται αντιστοίχιση πεδίου προτύπου: PROIONTA.TEM_ANA_KIBOTIO,False
29,LISTA_SYNTOMOGRAFIES,reference-list,a4,FAETHON,el,reference-list,200,samples/LISTA_SYNTOMOGRAFIES.pdf,1,No report-specific reference-list dataset or selector; shared template only.,Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή.,False
30,MIKRH_ETIKETA_PAPADOPOULOS_GR,thermal,small,PAPADOPOULOS,el,thermal-small,200,samples/MIKRH_ETIKETA_PAPADOPOULOS_GR.pdf,8,"Brand PAPADOPOULOS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el.,False
31,MIKRH_ETIKETA_PAPADOPOULOS_CR,thermal,small,PAPADOPOULOS,hr,thermal-small,200,samples/MIKRH_ETIKETA_PAPADOPOULOS_CR.pdf,11,"Brand PAPADOPOULOS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Δεν έχουν συμπληρωθεί οι επικεφαλίδες hr. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας hr. | Λείπει προέλευση hr. | Λείπουν οδηγίες χρήσης hr. | Λείπει μετάφραση συσκευασίας hr. | Λείπει μετάφραση κατηγορίας hr. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα16. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα17.,False
32,MIKRH_ETIKETA_SUFRO_RO,thermal,small,SUFRO,ro,thermal-small,200,samples/MIKRH_ETIKETA_SUFRO_RO.pdf,10,"Brand SUFRO is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Δεν έχουν συμπληρωθεί οι επικεφαλίδες ro. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας ro. | Λείπει προέλευση ro. | Λείπουν οδηγίες χρήσης ro. | Λείπει μετάφραση συσκευασίας ro. | Λείπει μετάφραση κατηγορίας ro. | Υπερχείλιση κειμένου στο πεδίο Ετικέτα17.,False
33,MIKRH_ETIKETA_MAVROUDIS_GR,thermal,small,MAVROUDIS,el,thermal-small,200,samples/MIKRH_ETIKETA_MAVROUDIS_GR.pdf,8,"Brand MAVROUDIS is not configured; requested unresolved brand, no substitution.",Το πρότυπο δεν έχει επικυρωθεί σε εκτυπωτή. | Η επωνυμία δεν έχει συνδεθεί με το προϊόν. | Συμπληρώστε τα στοιχεία επωνυμίας. | Λείπουν στοιχεία επωνυμίας el. | Λείπει προέλευση el. | Λείπουν οδηγίες χρήσης el. | Λείπει μετάφραση συσκευασίας el. | Λείπει μετάφραση κατηγορίας el.,False
